7
9959078,1
9948325,1
9897794,1
9830028,1
9785851,1
9757147,1
9645835,1
9519243,1
9485173,1
9440557,1
9414545,1
9342996,1
9193553,1
9176971,1
9055670,1
9033054,1
8986089,1
8945537,1
8841323,1
8753836,1
8677977,1
8673400,1
8623647,1
8472995,1
8459905,1
8291686,1
8281669,1
8229130,1
8208843,1
8193166,1
8172807,1
8149768,1
7887919,1
7818180,1
7771986,1
7733097,1
7622947,1
7573002,1
7552107,1
7409843,1
7387478,1
7332767,1
7203697,1
7133457,1
7132297,1
6951024,1
6896369,1
6826110,1
6784799,1
6772538,1
6737281,1
6597828,1
6434007,1
6433097,1
6410323,1
6363480,1
6335440,1
6255474,1
6223308,1
6218534,1
6155681,1
6113769,1
6041235,1
5986843,1
5924831,1
5917965,1
5812184,1
5788408,1
5751600,1
5581965,1
5520235,1
5385068,1
5327348,1
5121743,1
5092907,1
5067673,1
4880019,1
4879093,1
4806878,1
4680136,1
4640782,1
4632524,1
4517224,1
4443174,1
4437129,1
4377339,1
4315367,1
4232291,1
4080855,1
4030201,1
3994336,1
3965238,1
3940360,1
3837517,1
3644871,1
3592220,1
3497683,1
3394342,1
3314521,1
3292662,1
3242459,1
3222752,1
3178790,1
3125545,1
3086540,1
3019602,1
2964757,1
2930490,1
2894331,1
2768597,1
2608406,1
2605416,1
2552622,1
2468233,1
2452175,1
2405303,1
2346367,1
2322772,1
2087165,1
2083485,1
2033226,1
1901533,1
1766718,1
1723833,1
1658400,1
1651126,1
1613013,1
1497437,1
1368193,1
1332986,1
1250701,1
1166961,1
1148313,1
1141231,1
1106518,1
912877,1
822910,1
749649,1
697396,1
649696,1
584354,1
483333,1
463921,1
449548,1
407802,1
263696,1
200635,1
159538,1
96218,1
58708,1
9961977,2
9940609,2
9911668,2
9809848,2
9797917,2
9714815,2
9656980,2
9635861,2
9449833,2
9440661,2
9390950,2
9251054,2
9241843,2
9192166,2
9120818,2
9016466,2
8975883,2
8914756,2
8831528,2
8792118,2
8673855,2
8667482,2
8570829,2
8569775,2
8448912,2
8282770,2
8266710,2
8228355,2
8193637,2
8191217,2
8165989,2
8018506,2
7999506,2
7825673,2
7805060,2
7690811,2
7665948,2
7558453,2
7438845,2
7418054,2
7399537,2
7379102,2
7205294,2
7168941,2
7040127,2
6999245,2
6908853,2
6831810,2
6787076,2
6781167,2
6764113,2
6553048,2
6492198,2
6431015,2
6367875,2
6367576,2
6344428,2
6249398,2
6247965,2
6179897,2
6167652,2
6141181,2
6013176,2
5994808,2
5959796,2
5874414,2
5861783,2
5752345,2
5727033,2
5659789,2
5520431,2
5375835,2
5250937,2
5183802,2
5087627,2
4995424,2
4974318,2
4858128,2
4734122,2
4719809,2
4664818,2
4604392,2
4520841,2
4497305,2
4419070,2
4374089,2
4300516,2
4151917,2
4115022,2
4040929,2
3999640,2
3986769,2
3881099,2
3847447,2
3644931,2
3618060,2
3554429,2
3338014,2
3316930,2
3300492,2
3267095,2
3191656,2
3183901,2
3132170,2
3091682,2
3011523,2
2986638,2
2922580,2
2856716,2
2781155,2
2759911,2
2592789,2
2517762,2
2456950,2
2419085,2
2384941,2
2327267,2
2314038,2
2212246,2
2055409,2
1957082,2
1850651,2
1812232,2
1711391,2
1690304,2
1626389,2
1523778,2
1523197,2
1397314,2
1359652,2
1316193,2
1148150,2
1145092,2
1117564,2
971951,2
929237,2
880583,2
774517,2
712500,2
671546,2
552023,2
540310,2
453672,2
448023,2
369830,2
335923,2
203145,2
134624,2
77595,2
32583,2
